,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist,song_name,cluster
5871,0.627,0.516,0,-9.64,1,0.0248,0.22,4.2e-06,0.0573,0.25,104.564,Peter Cetera,The Last Place God Made,2
5872,0.486,0.661,9,-7.161,1,0.0274,0.162,0.000311,0.0999,0.415,167.931,Peter Cetera,Wanna Be There,0
5873,0.568,0.455,9,-7.501,0,0.0235,0.436,0.00351,0.0857,0.115,104.436,Peter Cetera,Happy Man,4
5874,0.724,0.813,9,-8.104,1,0.0297,0.102,0.00642,0.115,0.898,134.6,Peter Cetera,Big Mistake,1
5875,0.601,0.8,10,-5.885,1,0.0288,0.0019,0.0552,0.121,0.429,112.068,Peter Cetera,The End of Camelot,0
5876,0.566,0.745,7,-8.773,1,0.0383,0.113,0.0283,0.105,0.325,100.247,Peter Cetera,You Never Listen to Me,1
5877,0.756,0.859,7,-9.606,0,0.0431,0.119,0.132,0.0981,0.883,133.581,Peter Cetera,Queen of the Masquerade Ball,4
5878,0.581,0.767,3,-8.232,1,0.0328,0.0285,0.000109,0.115,0.418,95.582,Peter Cetera,Dip Your Wings,1
5879,0.659,0.72,9,-8.537,1,0.0309,0.128,0.000187,0.167,0.28,111.572,Peter Cetera,S.O.S.,1
5880,0.669,0.776,7,-8.062,1,0.0313,0.0545,0.00261,0.153,0.417,122.516,Peter Cetera,Where There's No Tomorrow,1
5881,0.551,0.848,6,-7.217,1,0.0413,0.144,0.00105,0.89,0.758,93.185,Peter Cetera,Save Me,5
5882,0.642,0.788,10,-8.75,0,0.0469,0.0854,0.0303,0.0618,0.638,145.161,Peter Cetera,Man in Me,4
5883,0.734,0.586,2,-11.866,1,0.129,0.125,0.0,0.0367,0.762,109.933,Luther Vandross,Never Too Much,1
5884,0.421,0.459,10,-8.41,1,0.0261,0.722,1.06e-06,0.114,0.274,96.127,Luther Vandross,Endless Love,2
5885,0.752,0.575,8,-5.254,1,0.0549,0.077,0.0,0.125,0.569,86.004,Luther Vandross,Take You Out - Radio Edit,1
5886,0.571,0.285,7,-14.453,1,0.027,0.528,0.0,0.0853,0.244,74.967,Luther Vandross,Here and Now,2
5887,0.739,0.341,10,-9.971,1,0.0378,0.525,1.1e-06,0.072,0.231,80.958,Luther Vandross,Dance With My Father,2
5888,0.611,0.568,9,-11.681,0,0.0882,0.382,0.0,0.0419,0.626,92.018,Luther Vandross,Don't You Know That?,4
5889,0.374,0.236,5,-15.565,1,0.0317,0.665,0.000177,0.247,0.0772,105.898,Luther Vandross,A House Is Not a Home,2
5890,0.429,0.413,4,-9.566,1,0.032,0.669,7.9e-06,0.288,0.155,149.312,Luther Vandross,Always and Forever,2
5891,0.625,0.312,6,-14.797,1,0.0334,0.655,0.000181,0.287,0.319,128.575,Luther Vandross,So Amazing,2
5892,0.498,0.249,9,-13.619,0,0.0355,0.755,8.88e-06,0.0927,0.193,110.636,Luther Vandross,If Only for One Night,2
5893,0.705,0.467,0,-8.456,1,0.0298,0.236,0.0,0.113,0.522,119.938,Luther Vandross,I'd Rather,1
5894,0.699,0.696,11,-9.582,0,0.26,0.196,0.0,0.32,0.821,121.233,Luther Vandross,Bad Boy / Having a Party,4
5895,0.652,0.419,3,-9.843,1,0.093,0.418,0.0,0.252,0.496,124.187,Luther Vandross,Wait for Love,2
5896,0.689,0.649,5,-10.802,1,0.0665,0.182,0.0,0.161,0.8,110.508,Luther Vandross,Sugar and Spice (I Found Me a Girl),1
5897,0.652,0.292,0,-9.603,0,0.0467,0.619,0.0,0.174,0.304,116.109,Luther Vandross,The Closer I Get to You (feat. Beyoncé Knowles),2
5898,0.704,0.563,0,-9.211,1,0.0344,0.0591,1.4e-05,0.231,0.706,102.851,Luther Vandross,Better Love,1
5899,0.398,0.253,9,-16.1,1,0.0405,0.553,0.0,0.0765,0.326,120.851,Luther Vandross,If This World Were Mine (with Luther Vandross),2
5900,0.453,0.407,8,-11.026,1,0.0314,0.836,7.43e-05,0.152,0.289,134.175,Luther Vandross,Make Me a Believer,2
5901,0.457,0.437,9,-12.037,1,0.0672,0.511,0.0,0.125,0.6,68.577,Luther Vandross,There's Nothing Better Than Love,2
5902,0.369,0.283,11,-12.563,1,0.0303,0.746,0.0834,0.22,0.0707,117.913,Luther Vandross,Superstar / Until You Come Back to Me (That's What I'm Gonna Do),2
5903,0.439,0.301,0,-16.444,1,0.069,0.639,4.53e-05,0.231,0.553,153.866,Luther Vandross,Promise Me,2
5904,0.602,0.911,0,-6.615,1,0.0387,0.0174,3.47e-05,0.0735,0.851,92.357,Luther Vandross,Power of Love / Love Power,1
5905,0.691,0.648,5,-7.381,0,0.0281,0.488,0.0,0.0814,0.707,92.854,Luther Vandross,Any Love,4
5906,0.404,0.204,1,-15.244,1,0.0384,0.676,2.41e-05,0.109,0.191,113.797,Luther Vandross,Anyone Who Had a Heart,2
5907,0.468,0.408,9,-10.177,1,0.0476,0.595,0.0,0.502,0.127,106.88,Luther Vandross,"Love Won't Let Me Wait - Live at Radio City Music Hall, New York - Feb. 11, 2003",2
5908,0.54,0.499,7,-10.373,0,0.0533,0.462,0.0,0.21,0.527,74.033,Luther Vandross,Since I Lost My Baby,4
5909,0.658,0.688,5,-7.049,0,0.0297,0.191,1.23e-06,0.173,0.424,143.804,Luther Vandross,Your Secret Love,4
5910,0.751,0.639,5,-11.497,0,0.0361,0.0849,0.000586,0.0763,0.875,140.004,Luther Vandross,Give Me the Reason,4
5911,0.714,0.497,0,-7.643,1,0.0344,0.285,0.0,0.0668,0.671,95.817,Luther Vandross,I Can Make It Better,1
5912,0.814,0.496,7,-8.783,0,0.0463,0.14,0.0,0.0589,0.562,121.948,Luther Vandross,If I Didn't Know Better,4
5913,0.741,0.307,2,-13.979,1,0.0546,0.488,2.76e-05,0.0953,0.46,88.548,Luther Vandross,Creepin',2
5914,0.774,0.738,0,-6.99,1,0.073,0.127,1.35e-05,0.0696,0.791,114.574,Luther Vandross,You're the Sweetest One,1
5915,0.704,0.848,7,-8.504,1,0.0502,0.0462,0.000112,0.157,0.677,120.385,Luther Vandross,The Best Things In Life Are Free,1
5916,0.729,0.534,6,-11.564,1,0.0372,0.035,0.00101,0.054,0.9,143.604,Luther Vandross,Stop to Love,1
5917,0.656,0.729,7,-8.577,1,0.0403,0.617,0.00514,0.304,0.841,93.955,Luther Vandross,For You to Love,1
5918,0.676,0.695,11,-13.395,0,0.0392,0.326,1.09e-05,0.0462,0.691,114.93,Frankie Goes To Hollywood,Relax,4
5919,0.54,0.621,7,-13.165,1,0.0369,0.00292,0.00287,0.367,0.195,130.202,Frankie Goes To Hollywood,Two Tribes,0
5920,0.28,0.656,9,-11.428,1,0.0413,0.00687,8.33e-06,0.263,0.673,158.799,Frankie Goes To Hollywood,Born To Run,0
5921,0.289,0.322,0,-18.727,1,0.0386,0.582,0.952,0.492,0.158,92.849,Frankie Goes To Hollywood,Bang,6
5922,0.665,0.462,11,-18.178,0,0.0391,0.128,0.0157,0.649,0.518,113.205,Frankie Goes To Hollywood,Welcome To The Pleasuredome,5
5923,0.806,0.441,9,-14.402,1,0.0489,0.0248,0.047,0.0854,0.733,115.131,Frankie Goes To Hollywood,Relax - New York Mix,1
5924,0.601,0.213,0,-24.205,1,0.0422,0.576,0.00295,0.0967,0.723,155.081,Frankie Goes To Hollywood,San Jose,2
5925,0.623,0.832,11,-7.386,0,0.0527,0.105,0.00812,0.0794,0.629,113.218,Frankie Goes To Hollywood,Welcome To The Pleasuredome - Escape Act Video Mix,4
5926,0.663,0.326,7,-16.07,1,0.0392,0.0814,0.000566,0.0465,0.652,121.215,Frankie Goes To Hollywood,Black Night White Light,2
5927,0.566,0.834,6,-8.412,0,0.0298,0.00277,0.008,0.0625,0.621,123.296,Metallica,Enter Sandman (Remastered),4
5928,0.539,0.828,4,-9.108,0,0.035,0.00067,0.421,0.154,0.562,105.25,Metallica,Master of Puppets (Remastered),4
5929,0.512,0.86,0,-6.145,1,0.0703,0.00631,0.00528,0.0652,0.258,117.909,Metallica,For Whom The Bell Tolls (Remastered),0
5930,0.438,0.687,7,-9.15,1,0.0619,0.000668,0.0801,0.42,0.426,103.01,Metallica,One (Remastered),5
5931,0.69,0.674,8,-5.866,0,0.0471,0.201,0.00612,0.114,0.713,98.851,Tina Turner,We Don't Need Another Hero (Thunderdome),4
5932,0.855,0.482,1,-8.902,1,0.0576,0.252,2.2e-05,0.151,0.795,97.792,Tina Turner,What’s Love Got to Do with It,1
5933,0.741,0.765,11,-9.683,0,0.0304,0.145,0.00157,0.0191,0.963,150.202,Tina Turner,Nutbush City Limits,4
5934,0.587,0.572,2,-9.656,1,0.0412,0.363,0.0883,0.0914,0.472,115.464,Tina Turner,Private Dancer,1
5935,0.646,0.607,1,-8.531,0,0.0349,0.26,0.0109,0.0861,0.583,88.011,Tina Turner,In Your Wildest Dreams,4
5936,0.621,0.726,9,-5.546,1,0.0366,0.453,1.27e-05,0.156,0.322,104.851,Tina Turner,Missing You - Single Edit,1
5937,0.653,0.509,11,-10.59,0,0.0266,0.00444,0.000359,0.073,0.373,102.02,Tina Turner,Goldeneye,4
5938,0.639,0.669,4,-7.574,0,0.0507,0.225,0.00117,0.1,0.57,116.22,Tina Turner,Private Dancer - Single Edit,4
5939,0.482,0.617,4,-12.931,0,0.0458,0.00543,0.000146,0.284,0.718,125.697,Scorpions,Rock You Like A Hurricane,4
5940,0.452,0.524,0,-10.108,1,0.0351,0.315,0.0,0.103,0.246,151.505,Scorpions,Wind Of Change,0
5941,0.505,0.631,9,-10.433,0,0.038,0.0203,2.21e-05,0.141,0.835,118.178,Scorpions,No One Like You,4
5942,0.441,0.796,9,-2.851,0,0.0431,0.0167,2.52e-06,0.166,0.696,118.146,Scorpions,No One Like You - 2015 Remaster,4
5943,0.282,0.605,6,-4.916,0,0.0294,0.0047,0.00144,0.103,0.0783,103.929,Scorpions,Still Loving You,0
5944,0.153,0.417,1,-11.587,1,0.0318,0.434,0.000622,0.211,0.166,80.87,Scorpions,Send Me An Angel,2
5945,0.532,0.723,9,-11.779,0,0.0333,0.00152,0.00425,0.078,0.866,137.662,Scorpions,Big City Nights,4
5946,0.462,0.704,0,-10.177,1,0.0763,0.056,0.184,0.371,0.221,103.004,Scorpions,The Zoo,0
5947,0.587,0.891,11,-3.381,1,0.0361,0.000261,0.00454,0.314,0.705,124.005,Scorpions,Rock You Like a Hurricane - 2011,1
5948,0.301,0.729,0,-7.877,1,0.0454,0.146,1.6e-06,0.961,0.234,80.202,Scorpions,Wind Of Change - Live,5
5949,0.511,0.371,0,-12.074,1,0.0298,0.0783,0.000864,0.112,0.185,113.998,Scorpions,Always Somewhere,2
5950,0.402,0.873,4,-3.209,0,0.0586,0.00484,7.3e-05,0.157,0.684,125.443,Scorpions,Rock You Like a Hurricane - 2015 - Remaster,4
5951,0.363,0.802,7,-6.105,1,0.125,0.00649,0.0479,0.108,0.339,110.926,Scorpions,The Sails of Charon - 2015 - Remaster,0
5952,0.263,0.84,9,-9.757,1,0.0527,0.00676,0.356,0.7,0.714,89.368,Scorpions,Blackout,5
5953,0.479,0.965,9,-8.617,1,0.076,0.00428,0.0742,0.113,0.237,132.682,Scorpions,Tease Me Please Me,0
5954,0.491,0.613,0,-5.567,1,0.0266,0.00511,0.0,0.107,0.175,75.907,Scorpions,Wind of Change,0
5955,0.472,0.696,4,-11.956,0,0.0424,0.000427,0.000122,0.0589,0.662,143.079,Scorpions,I'm Leaving You,4
5956,0.565,0.783,4,-11.385,0,0.0564,0.0253,4.42e-05,0.342,0.595,134.497,Scorpions,Bad Boys Running Wild,4
5957,0.523,0.882,5,-4.156,0,0.0356,0.00291,0.0184,0.092,0.501,90.03,Scorpions,Rhythm of Love,4
5958,0.377,0.84,2,-6.022,1,0.1,0.0128,2.71e-05,0.102,0.311,150.349,Scorpions,Under The Same Sun,0
5959,0.63,0.656,3,-6.415,1,0.0302,0.0508,0.00158,0.111,0.0848,125.966,Scorpions,When You Came into My Life - Studio Edit,0
5960,0.186,0.943,9,-2.154,1,0.0874,0.0068,0.0622,0.59,0.603,179.557,Scorpions,Blackout - 2015 Remaster,0
5961,0.44,0.418,2,-11.618,0,0.0259,0.0165,0.0135,0.0791,0.312,97.786,Scorpions,When The Smoke Is Going Down,4
5962,0.45,0.591,2,-5.551,0,0.0248,0.0248,0.00275,0.0891,0.283,98.51,Scorpions,When the Smoke Is Going Down - 2015 Remaster,4
5963,0.521,0.446,3,-13.153,1,0.0297,0.151,0.0213,0.141,0.364,132.561,Scorpions,Believe In Love,2
5964,0.445,0.88,8,-2.909,1,0.043,0.119,0.0,0.272,0.375,93.299,Scorpions,Rock Believer,0
5965,0.341,0.518,11,-13.048,1,0.0578,0.114,0.0,0.137,0.229,138.025,Scorpions,In Trance,0
5966,0.483,0.471,9,-9.711,0,0.0284,0.397,0.000336,0.331,0.291,137.012,Alphaville,Forever Young - 2019 Remaster,4
5967,0.757,0.596,7,-8.039,1,0.0339,0.0409,0.0447,0.171,0.195,97.769,Alphaville,Big in Japan - 2019 Remaster,1
5968,0.748,0.414,2,-15.15,0,0.0405,0.069,0.0671,0.336,0.239,97.646,Alphaville,Big in Japan,4
5969,0.652,0.859,11,-7.788,0,0.036,0.0197,0.364,0.217,0.38,97.131,Alphaville,Sounds Like a Melody - Special Long Version; 2019 Remaster,4
5970,0.784,0.526,9,-9.842,0,0.0338,0.216,0.0166,0.266,0.599,115.277,Alphaville,Summer in Berlin (Original Demo) - 2019 Remaster,4
5971,0.773,0.608,7,-8.606,1,0.049,0.146,0.00307,0.13,0.334,97.82,Alphaville,Big in Japan - Single Version; 2019 Remaster,1
5972,0.605,0.894,9,-8.163,0,0.0464,0.00106,0.023,0.124,0.601,137.083,Alphaville,Forever Young - Version Rapide; 2019 Remaster,4
5973,0.7,0.802,11,-6.966,0,0.037,0.0422,0.17,0.239,0.445,97.189,Alphaville,Sounds Like a Melody - 2019 Remaster,4
5974,0.556,0.787,0,-11.403,1,0.0275,0.191,0.00386,0.263,0.928,139.353,Alphaville,Dance With Me,1
5975,0.755,0.604,2,-9.84,0,0.0454,0.183,0.0336,0.128,0.491,97.8,Alphaville,Big in Japan - Best Of,4
5976,0.527,0.937,9,-7.604,0,0.0582,0.000428,0.139,0.0758,0.417,137.145,Alphaville,Forever Young - Special Dance Version; 2019 Remaster,4
5977,0.701,0.745,11,-9.439,0,0.0362,0.0489,0.309,0.138,0.498,97.069,Alphaville,Sounds Like a Melody,4
5978,0.737,0.41,9,-10.39,0,0.0518,0.0425,0.00021,0.0513,0.566,118.674,Alphaville,A Victory of Love - 2019 Remaster,4
5979,0.701,0.433,0,-16.698,1,0.0341,0.0599,0.0986,0.151,0.896,129.065,Alphaville,Summer in Berlin,1
5980,0.732,0.43,9,-10.281,0,0.0474,0.145,0.000267,0.275,0.652,118.649,Alphaville,A Victory of Love,4
5981,0.648,0.79,7,-8.622,0,0.0273,0.0162,0.0105,0.0667,0.458,119.825,Alphaville,Jerusalem,4
5982,0.583,0.956,2,-2.847,1,0.0365,0.0296,0.000214,0.347,0.679,105.029,Alphaville,I Die For You Today,1
5983,0.665,0.394,1,-16.731,1,0.0313,0.0109,0.371,0.208,0.672,136.929,Alphaville,Fallen Angel,6
5984,0.695,0.628,0,-8.624,1,0.0327,0.0325,0.167,0.132,0.814,129.138,Alphaville,Summer in Berlin - 2019 Remaster,1
5985,0.598,0.691,0,-16.819,1,0.0365,0.0228,0.00914,0.152,0.606,134.566,Alphaville,To Germany With Love,1
5986,0.578,0.857,5,-10.259,0,0.0425,0.0697,0.0156,0.0415,0.905,111.902,Alphaville,Universal Daddy,4
5987,0.621,0.659,10,-14.176,0,0.0353,0.0253,0.00281,0.36,0.543,114.121,Alphaville,The Jet Set,4
5988,0.52,0.61,5,-7.935,1,0.0282,0.0805,2.95e-06,0.276,0.329,144.983,Peter Cetera,Glory of Love,0
5989,0.645,0.431,8,-10.178,1,0.0272,0.438,0.000634,0.0709,0.336,118.223,Peter Cetera,The Next Time I Fall (with Amy Grant),2
5990,0.601,0.527,1,-8.894,1,0.0246,0.601,0.000966,0.177,0.284,105.953,Peter Cetera,(I Wanna Take) Forever Tonight,2
5991,0.757,0.638,7,-9.2,1,0.0269,0.427,0.000406,0.0657,0.643,124.165,Peter Cetera,One Good Woman,1
5992,0.645,0.6,10,-7.605,1,0.0252,0.0834,0.0,0.0599,0.411,143.48,Peter Cetera,You're the Inspiration,0
5993,0.519,0.733,0,-9.967,1,0.0347,0.0161,0.00648,0.0928,0.408,96.403,Peter Cetera,Livin' in the Limelight,1
5994,0.659,0.937,2,-7.857,1,0.0353,0.105,1.95e-05,0.15,0.714,92.408,Peter Cetera,Restless Heart,1
5995,0.455,0.266,1,-11.127,1,0.0444,0.852,0.0,0.152,0.546,82.621,George Harrison,Run of the Mill - Demo,2
5996,0.472,0.584,9,-6.506,1,0.0281,0.474,2.1e-05,0.0863,0.452,121.894,George Harrison,All Things Must Pass - 2020 Mix,0
5997,0.432,0.581,11,-9.675,0,0.0284,0.0718,0.435,0.129,0.447,89.743,George Harrison,Ballad of Sir Frankie Crisp (Let It Roll) - 2014 Remaster,6
5998,0.716,0.669,11,-9.317,0,0.0409,0.0839,0.000964,0.0376,0.496,107.177,George Harrison,Love Comes To Everyone - 2004 Remaster,4
5999,0.557,0.609,2,-7.038,1,0.0308,0.14,2.92e-05,0.0734,0.514,125.632,George Harrison,All Those Years Ago - 2004 Remaster,1
6000,0.349,0.841,7,-6.552,1,0.0292,0.00341,0.0102,0.742,0.686,134.245,George Harrison,While My Guitar Gently Weeps - Live At Madison Square Garden; 2009 Remaster,5
6001,0.442,0.329,7,-12.116,1,0.0296,0.574,0.00373,0.0933,0.118,124.919,George Harrison,Here Comes The Moon - 2004 Remaster,2
6002,0.543,0.73,6,-8.058,1,0.0291,0.159,0.0,0.101,0.716,120.869,George Harrison,My Sweet Lord - 2020 Mix,1
6003,0.552,0.384,10,-10.491,0,0.0306,0.726,0.0215,0.128,0.413,117.329,George Harrison,Behind That Locked Door,2
6004,0.639,0.246,9,-15.505,1,0.0298,0.733,0.000742,0.193,0.514,98.975,George Harrison,Mama You've Been on My Mind - Demo,2
6005,0.649,0.627,2,-9.012,1,0.0315,0.303,0.0,0.118,0.249,115.221,George Harrison,Blow Away - 2004 Remaster,1
6006,0.354,0.87,11,-6.52,1,0.0407,0.036,0.0,0.142,0.874,89.475,George Harrison,Awaiting on You All - 2014 Remaster,1
6007,0.797,0.809,11,-7.426,1,0.0374,0.427,5.06e-05,0.592,0.883,149.423,George Harrison,Got My Mind Set On You - Extended Version,5
6008,0.545,0.472,1,-8.983,0,0.0278,0.298,0.00805,0.102,0.18,121.665,George Harrison,Beware of Darkness - 2014 Remaster,4
6009,0.687,0.156,9,-13.097,1,0.0479,0.785,8.45e-06,0.17,0.712,132.73,George Harrison,Cosmic Empire - Day 2 Demo; Take 1,2
6010,0.61,0.558,9,-11.933,1,0.0293,0.427,0.00102,0.879,0.642,125.249,George Harrison,Here Comes The Sun - Live; 2004 Remaster,5
6011,0.537,0.936,9,-7.273,1,0.0774,0.00109,0.00135,0.303,0.603,127.731,George Harrison,Art of Dying - 2014 Remaster,0
6012,0.659,0.63,10,-6.837,1,0.0303,0.731,0.000112,0.0777,0.793,123.175,George Harrison,Crackerbox Palace - 2004 Remaster,1
6013,0.82,0.504,5,-7.473,1,0.0437,0.84,0.0,0.0776,0.731,121.453,George Harrison,Between The Devil And The Deep Blue Sea,1
6014,0.506,0.59,5,-9.312,1,0.0237,0.607,0.00705,0.278,0.346,92.422,George Harrison,When We Was Fab,2
6015,0.332,0.629,4,-7.852,1,0.0341,0.0696,0.00288,0.0673,0.341,67.532,George Harrison,Let It Down - 2014 Remaster,0
6016,0.533,0.438,4,-11.276,1,0.0375,0.166,6.11e-05,0.107,0.454,134.703,George Harrison,Far East Man,2
6017,0.407,0.309,4,-12.209,1,0.0309,0.336,5.53e-05,0.0985,0.557,87.225,George Harrison,Apple Scruffs - 2014 Remaster,2
6018,0.611,0.679,7,-12.64,1,0.0489,0.0978,0.000134,0.34,0.783,95.48,George Harrison,Dark Horse,1
6019,0.606,0.446,4,-13.159,0,0.0272,0.552,0.00617,0.259,0.347,137.631,George Harrison,Dark Sweet Lady - 2004 Remaster,2
6020,0.51,0.221,1,-12.759,0,0.0348,0.637,1.3e-05,0.148,0.0869,122.902,George Harrison,Beware of Darkness - 1st Version Recorded at Abbey Road; 2014 Remaster,2
6021,0.617,0.789,7,-7.406,1,0.0325,0.217,0.00885,0.127,0.934,116.139,George Harrison,If Not for You - 2020 Mix,1
6022,0.619,0.727,2,-5.788,1,0.0292,0.131,0.00671,0.235,0.564,115.446,George Harrison,Cheer Down - 2009 Remaster,1
6023,0.534,0.354,7,-12.954,1,0.0334,0.709,0.00124,0.0686,0.182,118.21,George Harrison,The Light That Has Lighted the World,2
6024,0.917,0.588,10,-11.047,1,0.0607,0.195,0.0,0.0914,0.828,110.077,Matthew Wilder,Break My Stride,1
6025,0.815,0.718,9,-11.287,0,0.0482,0.0988,8.65e-05,0.031,0.883,108.719,Matthew Wilder,The Kid's American,4
6026,0.833,0.528,2,-12.297,1,0.0821,0.412,5.63e-06,0.13,0.824,119.802,Matthew Wilder,World Of The Rich And Famous,1
6027,0.719,0.497,6,-15.875,1,0.0351,0.378,0.517,0.0814,0.481,118.341,Matthew Wilder,I Don't Speak The Language,6
6028,0.832,0.522,2,-11.953,1,0.0542,0.158,1.04e-05,0.301,0.779,123.491,Matthew Wilder,Love Above The Ground Floor,1
6029,0.719,0.174,4,-20.662,1,0.932,0.676,0.0,0.377,0.339,113.237,Matthew Wilder,"Chapter 1 - Frat Boys and Dorm Rooms - Gay, Erotic Stories from the Best Four Years of Your Life",3
6030,0.679,0.711,6,-16.35,1,0.0547,0.653,0.92,0.194,0.127,118.457,Matthew Wilder,I Don't Speak The Language (Reprise),6
6031,0.604,0.857,11,-2.907,0,0.0615,0.0887,0.0,0.106,0.88,156.131,Matthew Wilder,Lightning Rod,4
6032,0.644,0.852,9,-10.639,1,0.0604,0.0362,0.000867,0.255,0.772,157.084,Matthew Wilder,I Was There,1
6033,0.627,0.377,0,-15.58,1,0.0341,0.151,0.000142,0.1,0.492,89.062,Matthew Wilder,Dreams Keep Bringing You Back,2
6034,0.621,0.162,0,-20.671,1,0.957,0.752,0.0,0.5,0.338,175.566,Matthew Wilder,"Chapter 2 - Frat Boys and Dorm Rooms - Gay, Erotic Stories from the Best Four Years of Your Life",3
6035,0.62,0.158,4,-21.66,1,0.947,0.641,0.0,0.402,0.348,174.782,Matthew Wilder,"Chapter 4 - Frat Boys and Dorm Rooms - Gay, Erotic Stories from the Best Four Years of Your Life",3
6036,0.67,0.149,4,-20.908,1,0.948,0.721,0.0,0.132,0.387,147.107,Matthew Wilder,"Chapter 3 - Frat Boys and Dorm Rooms - Gay, Erotic Stories from the Best Four Years of Your Life",3
6037,0.691,0.119,4,-23.609,0,0.946,0.491,0.0,0.211,0.439,101.051,Matthew Wilder,"Chapter 12 - Frat Boys and Dorm Rooms - Gay, Erotic Stories from the Best Four Years of Your Life",3
6038,0.594,0.348,8,-13.745,0,0.027,0.523,0.0124,0.121,0.493,107.681,Matthew Wilder,Ladder Of Lovers,2
6039,0.629,0.223,4,-21.314,1,0.966,0.879,0.0,0.303,0.389,165.824,Matthew Wilder,"Chapter 14 - Frat Boys and Dorm Rooms - Gay, Erotic Stories from the Best Four Years of Your Life",3
6040,0.622,0.145,4,-21.658,0,0.956,0.583,0.0,0.402,0.477,172.256,Matthew Wilder,"Chapter 13 - Frat Boys and Dorm Rooms - Gay, Erotic Stories from the Best Four Years of Your Life",3
6041,0.71,0.129,2,-23.388,1,0.934,0.466,0.0,0.376,0.413,126.958,Matthew Wilder,"Chapter 11 - Frat Boys and Dorm Rooms - Gay, Erotic Stories from the Best Four Years of Your Life",3
6042,0.716,0.141,0,-21.825,1,0.941,0.485,0.0,0.281,0.3,68.36,Matthew Wilder,"Chapter 5 - Frat Boys and Dorm Rooms - Gay, Erotic Stories from the Best Four Years of Your Life",3
6043,0.61,0.877,8,-5.055,1,0.0331,0.046,0.0,0.117,0.635,91.987,Matthew Wilder,Freaks of Nature,1
6044,0.624,0.135,4,-21.649,0,0.952,0.619,0.0,0.132,0.392,79.935,Matthew Wilder,"Chapter 6 - Frat Boys and Dorm Rooms - Gay, Erotic Stories from the Best Four Years of Your Life",3
6045,0.661,0.145,4,-23.227,1,0.922,0.443,0.0,0.677,0.394,151.387,Matthew Wilder,"Chapter 10 - Frat Boys and Dorm Rooms - Gay, Erotic Stories from the Best Four Years of Your Life",3
6046,0.633,0.117,0,-21.835,1,0.946,0.585,0.0,0.382,0.437,166.576,Matthew Wilder,"Chapter 9 - Frat Boys and Dorm Rooms - Gay, Erotic Stories from the Best Four Years of Your Life",3
6047,0.716,0.108,4,-21.518,1,0.942,0.726,0.0,0.241,0.479,120.749,Matthew Wilder,"Chapter 8 - Frat Boys and Dorm Rooms - Gay, Erotic Stories from the Best Four Years of Your Life",3
6048,0.605,0.157,4,-20.328,0,0.946,0.65,0.0,0.281,0.346,197.155,Matthew Wilder,"Chapter 7 - Frat Boys and Dorm Rooms - Gay, Erotic Stories from the Best Four Years of Your Life",3
6049,0.68,0.757,9,-12.032,0,0.0458,0.0945,0.00112,0.0626,0.782,113.494,Matthew Wilder,Bouncin' Off The Wall,4
6050,0.617,0.202,3,-22.874,0,0.964,0.861,0.0,0.232,0.467,79.036,Matthew Wilder,"Chapter 21 - Frat Boys and Dorm Rooms - Gay, Erotic Stories from the Best Four Years of Your Life",3
6051,0.622,0.176,4,-22.017,1,0.963,0.857,0.0,0.379,0.359,170.247,Matthew Wilder,"Chapter 22 - Frat Boys and Dorm Rooms - Gay, Erotic Stories from the Best Four Years of Your Life",3
6052,0.712,0.15,4,-21.246,1,0.938,0.857,0.0,0.343,0.444,115.03,Matthew Wilder,"Chapter 16 - Frat Boys and Dorm Rooms - Gay, Erotic Stories from the Best Four Years of Your Life",3
6053,0.652,0.168,4,-23.391,1,0.956,0.829,0.0,0.357,0.336,153.965,Matthew Wilder,"Chapter 20 - Frat Boys and Dorm Rooms - Gay, Erotic Stories from the Best Four Years of Your Life",3
6054,0.609,0.198,1,-21.418,0,0.965,0.924,0.0,0.19,0.395,184.238,Matthew Wilder,"Chapter 15 - Frat Boys and Dorm Rooms - Gay, Erotic Stories from the Best Four Years of Your Life",3
6055,0.688,0.18,4,-22.928,1,0.953,0.844,0.0,0.15,0.265,103.549,Matthew Wilder,"Chapter 44 - Frat Boys and Dorm Rooms - Gay, Erotic Stories from the Best Four Years of Your Life",3
6056,0.714,0.149,2,-21.243,1,0.935,0.746,0.0,0.202,0.361,117.886,Matthew Wilder,"Chapter 28 - Frat Boys and Dorm Rooms - Gay, Erotic Stories from the Best Four Years of Your Life",3
6057,0.669,0.159,4,-24.012,1,0.958,0.818,0.0,0.326,0.324,143.901,Matthew Wilder,"Chapter 25 - Frat Boys and Dorm Rooms - Gay, Erotic Stories from the Best Four Years of Your Life",3
6058,0.663,0.171,4,-21.753,1,0.956,0.886,0.0,0.232,0.421,149.164,Matthew Wilder,"Chapter 18 - Frat Boys and Dorm Rooms - Gay, Erotic Stories from the Best Four Years of Your Life",3
6059,0.623,0.179,4,-23.65,1,0.959,0.811,0.0,0.306,0.334,169.582,Matthew Wilder,"Chapter 26 - Frat Boys and Dorm Rooms - Gay, Erotic Stories from the Best Four Years of Your Life",3
6060,0.294,0.745,5,-9.138,1,0.0461,0.05,0.125,0.676,0.347,134.364,Alice Cooper,School's Out,5
6061,0.28,0.908,2,-5.509,0,0.109,0.0327,8.85e-06,0.18,0.26,118.698,Alice Cooper,Poison,0
