,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist,song_name,cluster
3478,0.625,0.768,0,-11.244,1,0.0305,0.0444,0.00085,0.291,0.933,123.283,Gerry Rafferty,Take the Money and Run,1
3479,0.427,0.583,6,-8.396,1,0.0273,0.0882,0.0154,0.0645,0.31,81.065,Gerry Rafferty,Don´t Speak Of My Heart,0
3480,0.684,0.7,11,-9.229,1,0.0273,0.201,0.00051,0.118,0.513,102.857,Gerry Rafferty,Night Owl - Edit,1
3481,0.408,0.482,7,-10.344,1,0.0313,0.1,9.03e-05,0.174,0.569,135.266,Gerry Rafferty,The Long Way Round,0
3482,0.647,0.764,11,-13.037,0,0.0352,0.23,1.08e-05,0.307,0.786,101.955,Gerry Rafferty,Sleepwalking,4
3483,0.704,0.868,2,-5.808,1,0.0315,0.0834,0.0,0.206,0.808,131.468,Patrick Hernandez,Born to Be Alive - The Original,1
3484,0.759,0.794,7,-8.849,1,0.0306,0.00653,0.000537,0.0683,0.788,131.045,Patrick Hernandez,Born to Be Alive - Extended Version,1
3485,0.724,0.754,2,-9.203,1,0.0306,0.000426,0.924,0.12,0.892,132.023,Patrick Hernandez,Born to Be Alive - Reborn Instrumental,6
3486,0.718,0.757,2,-7.444,1,0.0322,0.0195,7.39e-06,0.117,0.815,132.007,Patrick Hernandez,Born to Be Alive - Reborn Version,1
3487,0.728,0.728,2,-10.358,1,0.0311,0.000473,0.92,0.0636,0.884,132.025,Patrick Hernandez,Born to be Alive - Instrumental New Version,6
3488,0.783,0.532,2,-9.995,1,0.051,0.268,0.000191,0.0959,0.608,129.175,Patrick Hernandez,I Give You a Rendez-Vous,1
3489,0.724,0.739,2,-7.974,1,0.0317,0.00885,0.000957,0.296,0.823,131.977,Patrick Hernandez,Born to Be Alive - Reborn Extended,1
3490,0.746,0.214,2,-14.064,1,0.0457,0.629,0.00123,0.114,0.344,89.989,Patrick Hernandez,Born to Be Alive - Unplugged Version,2
3491,0.762,0.9,4,-9.966,1,0.0322,0.0243,0.0,0.0715,0.93,134.083,Patrick Hernandez,Disco Queen,1
3492,0.797,0.888,0,-11.222,1,0.0303,0.0245,0.0202,0.04,0.962,128.583,Patrick Hernandez,Back to Boogie,1
3493,0.678,0.904,2,-5.291,1,0.0283,0.104,0.00752,0.216,0.954,132.143,Patrick Hernandez,Born to Be Alive - The Original Instrumental Version,1
3494,0.739,0.84,7,-10.814,1,0.0376,0.13,0.00812,0.0808,0.913,101.674,Patrick Hernandez,You Turn Me On,1
3495,0.382,0.428,9,-11.904,1,0.0288,0.713,0.0152,0.0788,0.333,73.789,Patrick Hernandez,Crazy Days,2
3496,0.546,0.85,9,-10.427,1,0.0499,0.229,0.00396,0.259,0.795,166.756,Patrick Hernandez,Back in Time,0
3497,0.705,0.75,11,-10.567,0,0.0421,0.229,9.11e-05,0.347,0.925,134.26,Patrick Hernandez,It comes so easy,4
3498,0.559,0.513,2,-9.067,0,0.0309,0.671,7.58e-06,0.608,0.385,109.847,Patrick Hernandez,Losing sleep over you,5
3499,0.59,0.852,0,-7.416,1,0.0648,0.319,7.16e-06,0.175,0.463,134.779,Patrick Hernandez,Down on easy street,0
3500,0.769,0.553,9,-9.198,0,0.0276,0.373,0.000231,0.0467,0.782,98.916,Patrick Hernandez,Merely a woman,4
3501,0.478,0.75,9,-7.209,1,0.148,0.184,0.0,0.248,0.873,185.502,Patrick Hernandez,Just can't keep it up,0
3502,0.769,0.863,1,-7.019,1,0.0529,0.0794,2.1e-06,0.334,0.442,127.656,Patrick Hernandez,Born To Be Alive - Tribute To The Disco Funk Version,1
3503,0.829,0.665,6,-6.577,1,0.0603,0.152,8.73e-06,0.0883,0.939,96.014,Patrick Hernandez,Demais,1
3504,0.719,0.737,2,-8.946,1,0.0302,0.00356,0.753,0.11,0.935,131.965,Patrick Hernandez,Born to Be Alive - Reborn Playback,6
3505,0.785,0.623,8,-7.289,1,0.0523,0.103,0.0,0.276,0.568,108.041,Patrick Hernandez,I Am Selfish,1
3506,0.597,0.596,0,-13.464,0,0.0491,0.635,0.000152,0.139,0.356,128.056,Patrick Hernandez,Only Hope,2
3507,0.453,0.898,7,-10.628,1,0.0394,0.00587,0.892,0.166,0.776,129.938,Patrick Hernandez,Born to Be Alive - Cover Version,6
3508,0.739,0.636,2,-8.025,1,0.0298,0.0671,0.0,0.0852,0.608,129.875,Patrick Hernandez,Born to Be Alive,1
3509,0.743,0.836,2,-6.465,1,0.116,0.0804,0.0,0.384,0.82,113.375,The Clash,Should I Stay or Should I Go - Remastered,1
3510,0.797,0.872,9,-6.727,0,0.0575,0.291,0.0,0.284,0.866,129.885,The Clash,Rock the Casbah - Remastered,4
3511,0.526,0.9,2,-6.815,1,0.0545,0.00539,4.12e-05,0.14,0.883,151.279,The Clash,I Fought the Law,0
3512,0.802,0.596,7,-11.663,1,0.06,0.0465,1.17e-05,0.0695,0.702,90.275,The Clash,Straight to Hell - Remastered,1
3513,0.591,0.824,6,-7.83,0,0.0415,0.0344,0.0,0.146,0.741,104.304,The Clash,Janie Jones - Remastered,4
3514,0.799,0.789,0,-8.208,1,0.0395,0.0595,0.0,0.0338,0.831,116.083,The Clash,The Magnificent Seven - Remastered,1
3515,0.168,0.974,2,-4.862,1,0.0655,0.000598,0.783,0.295,0.609,205.278,The Clash,White Riot - Remastered,6
3516,0.51,0.595,2,-11.023,1,0.0383,0.0964,0.0186,0.338,0.632,131.762,The Clash,Charlie Don't Surf - Remastered,1
3517,0.721,0.488,4,-10.294,0,0.067,0.0289,0.038,0.18,0.884,152.287,The Clash,Police & Thieves - Remastered,4
3518,0.468,0.331,2,-12.49,1,0.0363,0.228,0.0,0.091,0.677,168.805,The Knack,Maybe Tonight,2
3519,0.523,0.828,0,-5.2,1,0.0957,0.00715,0.0662,0.527,0.748,159.787,The Knack,My Sharona [The Knack] - Alternate Version,5
3520,0.514,0.527,10,-10.522,1,0.0392,0.0278,0.0,0.0718,0.89,180.508,The Knack,Lucinda,0
3521,0.552,0.806,4,-10.484,0,0.0467,0.0102,1.96e-05,0.881,0.833,151.911,The Knack,Siamese Twins (The Monkey And Me),5
3522,0.628,0.658,2,-6.207,1,0.0338,0.555,2.42e-05,0.0919,0.878,184.467,The Knack,Can't Put A Price On Love - Remastered,1
3523,0.613,0.766,0,-6.993,1,0.0382,0.0402,0.00832,0.552,0.88,147.535,The Knack,My Sharona - Single Version,5
3524,0.501,0.887,9,-5.179,1,0.0338,0.0544,0.0,0.0822,0.764,137.776,The Knack,Don't Look Back - Remastered,0
3525,0.499,0.933,2,-4.616,1,0.0487,0.00452,3.19e-06,0.205,0.935,142.841,The Knack,I Want Ya - Remastered,0
3526,0.574,0.976,7,-4.636,1,0.0776,0.0147,0.00102,0.316,0.611,140.266,The Knack,Rocket O' Love - Remastered,0
3527,0.679,0.599,3,-6.654,1,0.0937,0.631,0.0,0.132,0.987,200.086,The Knack,This Old Man (Knick-Knack Paddy Wack),1
3528,0.647,0.659,10,-10.044,1,0.0435,0.536,0.0,0.0433,0.978,174.636,The Knack,This Old Man (Knick Knack Paddy Wack),1
3529,0.531,0.972,0,-4.148,1,0.0462,0.00186,0.0,0.355,0.854,107.292,The Knack,Hold On Tight And Don't Let Go - Remastered,1
3530,0.41,0.89,2,-4.129,1,0.0556,0.011,6.26e-05,0.1,0.621,173.03,The Knack,It's You - Remastered,0
3531,0.547,0.82,8,-6.728,1,0.0805,0.261,0.0,0.3,0.933,118.208,Blue Swede,Hooked On A Feeling,1
3532,0.548,0.821,8,-6.728,1,0.08,0.261,0.0,0.3,0.933,118.218,Blue Swede,Hooked on a Feeling,1
3533,0.652,0.82,5,-6.551,0,0.0557,0.239,3.18e-06,0.0727,0.961,99.102,Blue Swede,Don't Be Fooled by the Name,4
3534,0.422,0.702,0,-5.803,0,0.0394,0.00179,5.88e-06,0.0552,0.644,99.868,Blue Swede,Half Breed,4
3535,0.537,0.656,1,-6.303,1,0.0285,0.0179,3.78e-05,0.0975,0.364,81.446,Blue Swede,Break the Spell,1
3536,0.492,0.806,10,-5.418,1,0.0311,0.0105,5.16e-05,0.239,0.909,127.873,Blue Swede,Never My Love,1
3537,0.848,0.77,1,-12.356,0,0.116,0.0286,0.0,0.343,0.653,120.042,Blue Swede,Hooked on a Feeling - Oppopoppa Mix,4
3538,0.879,0.837,11,-9.093,0,0.111,0.219,0.0,0.0473,0.439,80.963,Blue Swede,We Will Rock You,4
3539,0.881,0.694,1,-12.799,1,0.0968,0.00818,0.000134,0.256,0.74,116.474,Blue Swede,Hooked on a Feeling - Fonky Hustle Beat Mix,1
3540,0.675,0.92,4,-5.583,0,0.0507,0.33,2.17e-06,0.178,0.947,153.282,Blue Swede,Chevrolet,4
3541,0.528,0.747,7,-6.215,1,0.0297,0.0275,0.00636,0.0948,0.547,99.689,Blue Swede,Hush / I'm Alive,1
3542,0.471,0.363,2,-14.239,1,0.027,0.443,0.97,0.11,0.142,96.021,Blue Swede,Minecraft (Sweden),6
3543,0.572,0.63,9,-6.287,1,0.0358,0.00505,0.0,0.231,0.609,130.158,Blue Swede,I Didn't Sing (In the New York Subway),1
3544,0.75,0.343,2,-14.084,1,0.0314,0.365,3.13e-05,0.219,0.818,119.898,Blue Swede,You Are the Woman,1
3545,0.67,0.699,10,-5.727,1,0.0461,0.101,0.000175,0.324,0.862,123.484,Blue Swede,Silly Milly,1
3546,0.748,0.961,0,-3.508,1,0.0446,0.02,0.0,0.268,0.854,121.031,Blue Swede,Straight Back to You,1
3547,0.483,0.65,5,-7.119,1,0.0337,0.443,1.59e-06,0.313,0.668,148.692,Blue Swede,Destiny,0
3548,0.419,0.873,10,-6.286,1,0.0444,0.0346,9.06e-06,0.52,0.853,179.719,Blue Swede,Out of the Blue,5
3549,0.608,0.87,9,-4.766,1,0.0324,0.0378,0.00119,0.143,0.834,124.403,Blue Swede,Pinewood Rally,1
3550,0.56,0.223,5,-10.958,1,0.0364,0.941,0.00728,0.106,0.111,125.0,Blue Swede,A Song for You,2
3551,0.722,0.663,9,-6.532,0,0.0492,0.395,0.0,0.305,0.823,80.814,Blue Swede,Working in the Coalmine,4
3552,0.266,0.512,10,-8.883,1,0.0426,0.286,0.0,0.197,0.453,202.188,Björn Skifs,(Christmas Eve) After Midnight,0
3553,0.527,0.744,6,-9.025,0,0.209,0.572,1.63e-06,0.0615,0.392,100.112,Björn Skifs,Opening Ceremony,4
3554,0.558,0.925,0,-3.83,1,0.0335,0.308,0.0,0.416,0.945,136.696,Björn Skifs,Michelangelo (Men så svara då!),1
3555,0.281,0.341,5,-9.185,1,0.0335,0.734,0.0,0.0777,0.0833,127.75,Björn Skifs,When You Tell the World You're Mine,2
3556,0.558,0.399,10,-9.677,0,0.0257,0.571,1.98e-05,0.243,0.185,139.982,Björn Skifs,Håll mitt hjärta (Same Old Story),2
3557,0.494,0.954,11,-2.876,1,0.0496,0.00624,0.192,0.15,0.481,131.668,Björn Skifs,Akta dej!,0
3558,0.633,0.559,9,-8.277,1,0.101,0.353,2.42e-05,0.093,0.925,134.688,Björn Skifs,No Particular Place to Go,1
3559,0.586,0.865,7,-3.663,1,0.0305,0.217,0.0,0.141,0.794,110.74,Björn Skifs,Kyss mig,1
3560,0.717,0.735,11,-5.847,1,0.0395,0.168,5.75e-06,0.107,0.96,109.241,Björn Skifs,"Härligt, närligt men farligt, farligt",1
3561,0.67,0.738,10,-6.679,1,0.0417,0.0782,0.0,0.0691,0.964,107.719,Björn Skifs,Krama dej,1
3562,0.278,0.366,7,-9.594,1,0.0355,0.756,0.0,0.153,0.614,168.369,Björn Skifs,Sommarvisa,2
3563,0.556,0.895,5,-5.351,0,0.0525,0.214,2.19e-05,0.186,0.428,124.983,Björn Skifs,Fångad i en dröm,4
3564,0.686,0.774,11,-5.29,1,0.0367,0.135,7.99e-06,0.134,0.961,109.249,Björn Skifs,"Härligt, härligt men farligt, farligt",1
3565,0.486,0.526,0,-8.278,1,0.17,0.257,1.12e-05,0.0972,0.866,167.935,Björn Skifs,I mörkret med dej,0
3566,0.627,0.907,7,-4.291,1,0.0307,0.187,0.0,0.383,0.473,125.921,Björn Skifs,"Det regnar, regnar",0
3567,0.57,0.391,7,-10.018,1,0.0379,0.856,0.0,0.136,0.452,82.003,Björn Skifs,Solen lyser även på liten stuga,2
3568,0.539,0.579,7,-5.265,1,0.0285,0.228,0.00248,0.114,0.506,128.049,Björn Skifs,Ingen annan,0
3569,0.625,0.579,4,-4.897,1,0.0286,0.368,0.000278,0.0937,0.416,125.899,Björn Skifs,Behöver dig,1
3570,0.243,0.463,5,-8.4,0,0.0365,0.674,0.0277,0.29,0.272,179.959,Björn Skifs,Södermalm,2
3571,0.635,0.831,9,-4.025,1,0.0469,0.0337,0.0,0.0351,0.925,132.018,Björn Skifs,Vild och vacker,1
3572,0.499,0.6,5,-6.929,1,0.0294,0.127,0.0,0.172,0.498,77.979,Björn Skifs,Det blir alltid värre framåt natten,1
3573,0.409,0.349,4,-8.328,0,0.0332,0.55,0.000668,0.113,0.201,163.487,Björn Skifs,When Our Lips Touch,2
3574,0.531,0.712,5,-7.997,1,0.0933,0.0493,1.67e-06,0.199,0.723,113.66,Björn Skifs,"The 50/50 Medley Radio Edit: Krama dej / Härligt, härligt men farligt, farligt / Michelangelo / Hooked on a Felling / Det blir alltid värre framåt natten",1
3575,0.647,0.697,8,-4.687,1,0.0247,0.155,0.000224,0.346,0.303,105.006,Björn Skifs,Tid att älska,1
3576,0.583,0.803,9,-5.715,1,0.0359,0.00504,2.93e-06,0.129,0.967,140.364,Björn Skifs,Doctor Rock 'n' Roll,1
3577,0.262,0.27,7,-13.078,0,0.034,0.887,3.51e-06,0.101,0.214,71.759,Björn Skifs,Följ mig bortåt vägen,2
3578,0.594,0.725,7,-7.397,1,0.0499,0.107,0.000223,0.372,0.774,81.518,Björn Skifs,Always Something There To Remind Me,1
3579,0.327,0.212,7,-12.388,1,0.0347,0.874,3.18e-05,0.16,0.188,119.415,Björn Skifs,You Were Loved,2
3580,0.401,0.555,2,-9.118,1,0.0356,0.486,0.0,0.294,0.428,107.946,Björn Skifs,The Whole World Loves Christmas Day,2
3581,0.793,0.361,9,-9.169,1,0.0284,0.178,0.012,0.101,0.597,104.332,Björn Skifs,Stand by Me,1
3582,0.456,0.722,5,-5.133,1,0.0408,0.0135,0.000539,0.0984,0.155,125.919,Björn Skifs,Välkommen till mitt liv,0
3583,0.494,0.54,2,-17.34,1,0.0348,0.154,0.0,0.0878,0.723,134.976,Steely Dan,Reelin' In The Years,1
3584,0.582,0.214,1,-17.83,1,0.0315,0.767,2.07e-06,0.122,0.515,72.794,Steely Dan,Dirty Work,2
3585,0.655,0.431,2,-15.18,0,0.032,0.343,9.5e-06,0.0711,0.941,124.588,Steely Dan,Do It Again,4
3586,0.797,0.559,0,-11.086,1,0.032,0.0521,0.000232,0.138,0.932,116.97,Steely Dan,Peg,1
3587,0.759,0.367,0,-19.024,1,0.0367,0.848,1.12e-06,0.227,0.96,129.882,Steely Dan,Only A Fool Would Say That,2
3588,0.952,0.301,2,-13.936,1,0.0612,0.0126,0.000931,0.0387,0.728,119.629,Steely Dan,Hey Nineteen,1
3589,0.641,0.408,2,-14.971,1,0.0409,0.824,0.0022,0.0958,0.58,116.436,Steely Dan,Rikki Don't Lose That Number,2
3590,0.745,0.586,0,-12.487,1,0.0359,0.457,0.000295,0.119,0.604,115.857,Steely Dan,Deacon Blues,1
3591,0.726,0.671,8,-9.852,1,0.0526,0.499,0.00841,0.0601,0.961,127.796,Steely Dan,My Old School,1
3592,0.675,0.41,2,-15.248,1,0.0459,0.834,6.37e-05,0.0939,0.503,80.279,Steely Dan,Any Major Dude Will Tell You,2
3593,0.617,0.544,7,-9.529,0,0.0433,0.425,0.000948,0.34,0.623,119.068,Steely Dan,Don't Take Me Alive,4
3594,0.741,0.399,4,-11.207,0,0.0406,0.256,0.000359,0.0762,0.602,121.827,Steely Dan,Josie,4
3595,0.546,0.697,0,-9.667,1,0.0631,0.272,0.00558,0.649,0.755,96.752,Steely Dan,Kid Charlemagne,5
3596,0.473,0.321,2,-15.203,1,0.0634,0.186,0.00508,0.0509,0.561,186.497,Steely Dan,Black Cow,2
3597,0.787,0.607,11,-9.133,0,0.0274,0.119,0.00305,0.0929,0.681,109.38,Steely Dan,FM,4
3598,0.671,0.557,6,-12.043,0,0.0441,0.107,0.000388,0.129,0.818,78.675,Steely Dan,The Caves Of Altamira,4
3599,0.711,0.582,7,-10.09,0,0.0342,0.0556,0.000532,0.034,0.592,127.447,Steely Dan,Home At Last,4
3600,0.533,0.5,7,-13.309,1,0.0318,0.0305,0.012,0.0497,0.319,117.046,Steely Dan,Aja,2
3601,0.557,0.306,3,-20.013,1,0.0339,0.585,0.000377,0.054,0.474,73.143,Steely Dan,Fire In The Hole,2
3602,0.625,0.452,1,-17.143,1,0.0286,0.271,1.51e-06,0.0692,0.652,99.232,Steely Dan,Midnite Cruiser,2
3603,0.898,0.463,2,-10.777,1,0.0596,0.148,0.0169,0.0383,0.952,124.397,Steely Dan,Time Out Of Mind,1
3604,0.691,0.64,4,-11.342,0,0.0436,0.114,0.125,0.0801,0.691,142.244,Steely Dan,Chain Lightning,4
3605,0.602,0.397,9,-14.039,0,0.0412,0.627,0.0715,0.154,0.662,95.071,Steely Dan,Pretzel Logic,2
3606,0.664,0.423,10,-10.367,1,0.0591,0.302,0.00304,0.0731,0.533,61.064,Steely Dan,Babylon Sisters,1
3607,0.593,0.515,7,-15.964,0,0.0397,0.494,5.59e-06,0.309,0.578,75.7,Steely Dan,Kings,2
3608,0.528,0.694,11,-12.294,0,0.057,0.00866,0.000189,0.141,0.716,131.287,Steely Dan,Black Friday,4
3609,0.706,0.386,6,-13.052,0,0.0606,0.518,0.0,0.115,0.74,113.88,Steely Dan,Bad Sneakers,4
3610,0.565,0.782,9,-9.173,0,0.0295,0.247,0.827,0.611,0.867,98.672,Steely Dan,The Fez,6
3611,0.765,0.455,7,-10.147,0,0.0305,0.312,0.000377,0.127,0.672,117.525,Steely Dan,Glamour Profession,4
3612,0.543,0.812,0,-10.881,1,0.0467,0.309,0.129,0.0565,0.842,110.972,Steely Dan,Bodhisattva,1
3613,0.899,0.388,6,-9.037,0,0.046,0.347,0.0261,0.0665,0.69,91.506,Steely Dan,Jack of Speed,4
3614,0.68,0.556,9,-10.619,0,0.039,0.295,1.79e-06,0.0855,0.715,121.171,Steely Dan,Doctor Wu,4
3615,0.752,0.387,5,-9.877,1,0.0431,0.579,3.33e-05,0.0827,0.59,124.589,Steely Dan,Gaucho,2
3616,0.722,0.561,4,-9.97,0,0.0614,0.282,2.75e-06,0.0412,0.882,148.323,Steely Dan,Haitian Divorce,4
3617,0.61,0.374,0,-17.551,1,0.0252,0.652,3.14e-05,0.101,0.657,105.466,Steely Dan,Brooklyn (Owes The Charmer Under Me),2
3618,0.487,0.382,7,-10.889,1,0.0309,0.0422,4.74e-06,0.411,0.714,116.557,Elvis Presley,Suspicious Minds,1
3619,0.66,0.748,2,-11.206,1,0.0284,0.0993,0.00585,0.283,0.972,143.549,Elvis Presley,Burning Love,1
3620,0.623,0.537,10,-10.014,0,0.0726,0.332,1.4e-05,0.0963,0.905,166.885,Elvis Presley,Jailhouse Rock,4
3621,0.481,0.733,5,-7.633,1,0.165,0.575,1.18e-05,0.108,0.874,122.909,Elvis Presley,(You're The) Devil in Disguise,1
3622,0.325,0.715,7,-7.744,1,0.0368,0.00708,2.79e-05,0.0987,0.282,93.914,Elvis Presley,If I Can Dream,0
3623,0.494,0.756,0,-8.492,1,0.0499,0.733,0.00505,0.76,0.949,86.895,Elvis Presley,Hound Dog,5
3624,0.557,0.66,2,-7.706,1,0.056,0.654,1.66e-06,0.138,0.962,95.252,Elvis Presley,Blue Suede Shoes,1
3625,0.404,0.266,10,-16.688,1,0.0334,0.716,0.133,0.107,0.491,88.916,Elvis Presley,In the Ghetto,2
3626,0.59,0.976,11,-4.866,0,0.0488,0.000154,0.293,0.155,0.686,114.996,Elvis Presley,A Little Less Conversation - JXL Radio Edit Remix,4
3627,0.346,0.62,7,-9.247,1,0.0432,0.0822,0.00393,0.599,0.391,93.932,Elvis Presley,If I Can Dream - Live from the '68 Comeback Special,5
3628,0.505,0.11,5,-12.936,1,0.0317,0.952,0.0,0.125,0.167,72.115,Elvis Presley,Love Me,2
3629,0.695,0.295,9,-8.672,1,0.0609,0.843,1.58e-06,0.0856,0.732,93.574,Elvis Presley,Heartbreak Hotel,2
3630,0.271,0.266,0,-13.703,1,0.0348,0.845,0.00174,0.795,0.163,79.079,Elvis Presley,"Unchained Melody - Live at Ann Arbor, MI",5
3631,0.465,0.27,4,-16.661,1,0.0425,0.9,0.00104,0.145,0.58,94.518,Elvis Presley,Blue Christmas,2
3632,0.448,0.691,7,-6.957,1,0.0286,0.286,0.00111,0.945,0.633,88.836,Elvis Presley,The Wonder of You,5
3633,0.624,0.468,10,-12.162,1,0.132,0.881,6.35e-06,0.144,0.952,74.139,Elvis Presley,All Shook Up,2
3634,0.584,0.802,2,-8.03,1,0.0784,0.149,0.0,0.0683,0.835,114.172,Elvis Presley,A Little Less Conversation,1
3635,0.678,0.494,2,-12.941,1,0.17,0.78,0.0,0.0737,0.803,84.398,Elvis Presley,Don't Be Cruel,2
3636,0.845,0.563,8,-9.488,1,0.0439,0.628,0.0,0.0614,0.969,130.335,Elvis Presley,"Return to Sender - From ""Girls! Girls! Girls!""",1
3637,0.655,0.405,2,-9.825,1,0.036,0.808,1.33e-06,0.116,0.696,105.272,Elvis Presley,That's All Right,2
3638,0.575,0.236,2,-16.982,1,0.0422,0.968,0.0178,0.105,0.829,79.576,Elvis Presley,Here Comes Santa Claus (Right Down Santa Claus Lane),2
3639,0.481,0.915,9,-10.446,1,0.0419,0.28,0.819,0.538,0.95,192.525,Elvis Presley,Promised Land,6
3640,0.438,0.325,2,-11.066,1,0.0268,0.893,5e-06,0.107,0.362,101.577,Elvis Presley,Can't Help Falling In Love,2
3641,0.411,0.374,0,-14.028,1,0.0282,0.427,1.01e-05,0.154,0.558,105.265,Elvis Presley,Kentucky Rain,2
3642,0.439,0.0529,9,-16.253,1,0.039,0.881,0.0,0.106,0.314,109.382,Elvis Presley,Love Me Tender,2
3643,0.643,0.729,0,-10.231,1,0.0297,0.674,7.99e-06,0.173,0.963,135.29,Elvis Presley,Moody Blue,1
3644,0.214,0.266,0,-13.703,1,0.0359,0.846,0.00171,0.795,0.16,82.096,Elvis Presley,"Unchained Melody (Bonus Track) - Live at Ann Arbor, MI",5
3645,0.731,0.386,0,-12.331,1,0.0444,0.838,0.0,0.195,0.962,92.867,Elvis Presley,I Got Lucky,2
3646,0.404,0.695,2,-6.162,1,0.034,0.587,0.0383,0.159,0.646,133.136,Derek & The Dominos,Bell Bottom Blues,0
3647,0.303,0.648,0,-6.795,1,0.0512,0.642,0.053,0.407,0.644,170.379,Derek & The Dominos,Have You Ever Loved A Woman?,0
3648,0.501,0.488,0,-9.131,1,0.029,0.324,0.00113,0.165,0.729,117.573,Derek & The Dominos,I Looked Away,1
3649,0.506,0.906,10,-6.309,1,0.0652,0.357,0.278,0.126,0.724,92.578,Derek & The Dominos,Keep On Growing,1
3650,0.631,0.119,11,-20.17,0,0.0354,0.931,0.0385,0.097,0.208,95.814,Derek & The Dominos,Thorn Tree In The Garden,2
3651,0.378,0.963,10,-4.909,1,0.171,0.0983,9.59e-05,0.291,0.298,125.507,Derek & The Dominos,Why Does Love Got To Be So Sad?,0
3652,0.456,0.512,0,-8.454,1,0.0284,0.908,0.426,0.736,0.376,83.256,Derek & The Dominos,Nobody Knows You When You're Down And Out,5
3653,0.457,0.512,0,-8.454,1,0.0284,0.908,0.427,0.736,0.376,83.256,Derek & The Dominos,Nobody Knows You When You're Down And Out - 40th Anniversary Version / 2010 Remastered,5
3654,0.403,0.903,1,-3.88,1,0.0664,0.574,0.305,0.287,0.498,115.669,Derek & The Dominos,Layla - 40th Anniversary Version / 2010 Remastered,0
3655,0.275,0.81,6,-4.396,0,0.0424,0.464,0.0125,0.36,0.607,133.729,Derek & The Dominos,Little Wing,0
3656,0.48,0.772,10,-11.39,1,0.0413,0.268,0.0636,0.118,0.813,92.677,Derek & The Dominos,Keep On Growing - Remastered,1
3657,0.681,0.307,7,-16.001,1,0.034,0.426,0.433,0.217,0.612,121.604,Derek & The Dominos,I Am Yours,6
3658,0.191,0.869,2,-6.158,1,0.0539,0.182,0.00179,0.184,0.741,168.702,Derek & The Dominos,Anyday,0
3659,0.292,0.64,9,-7.153,1,0.0372,0.424,0.826,0.478,0.571,83.926,Derek & The Dominos,Key To The Highway,6
3660,0.411,0.572,4,-9.688,1,0.0307,0.281,0.627,0.0701,0.569,184.787,Derek & The Dominos,Snake Lake Blues - 40th Anniversary Version / 2010 Remastered,6
3661,0.531,0.598,9,-6.03,1,0.0324,0.702,4.67e-06,0.395,0.751,111.397,Derek & The Dominos,It's Too Late,1
3662,0.444,0.888,4,-4.938,1,0.0567,0.446,0.0549,0.102,0.589,104.454,Derek & The Dominos,Tell The Truth,0
3663,0.467,0.883,2,-10.07,1,0.0346,0.124,0.399,0.893,0.819,108.625,Derek & The Dominos,Got To Get Better In A Little While - Live,5
3664,0.274,0.901,2,-6.682,1,0.0809,0.569,0.000937,0.853,0.912,185.293,Derek & The Dominos,Matchbox (with Johnny Cash & Carl Perkins),5
3665,0.484,0.44,2,-12.201,1,0.0273,0.319,0.000263,0.111,0.657,133.952,Derek & The Dominos,Bell Bottom Blues - Remastered,2
3666,0.546,0.559,0,-12.621,1,0.0368,0.375,0.501,0.193,0.759,118.427,Derek & The Dominos,I Looked Away - Remastered,6
3667,0.472,0.583,1,-13.259,1,0.0332,0.283,0.131,0.353,0.543,115.705,Derek & The Dominos,Layla - Remastered,2
3668,0.328,0.769,2,-11.352,1,0.0441,0.235,0.00962,0.256,0.583,108.726,Derek & The Dominos,Why Does Love Got To Be So Sad - Live,0
3669,0.337,0.643,2,-11.871,1,0.0368,0.0784,0.0207,0.907,0.853,167.139,Derek & The Dominos,"Crossroads - Live At Fillmore East, New York / 1970",5
3670,0.344,0.74,2,-11.71,1,0.0411,0.0127,0.00634,0.674,0.736,111.093,Derek & The Dominos,"Why Does Love Got To Be So Sad - Live At Fillmore East, New York / 1970",5
3671,0.685,0.623,8,-11.146,1,0.042,0.228,0.00234,0.0295,0.896,126.739,Natalie Cole,This Will Be (An Everlasting Love),1
3672,0.682,0.605,8,-10.771,1,0.0403,0.185,0.00326,0.0469,0.914,125.96,Natalie Cole,This Will Be (An Everlasting Love) - 2003 Remaster,1
3673,0.286,0.288,5,-13.369,1,0.028,0.85,0.000138,0.0798,0.142,85.691,Natalie Cole,Unforgettable,2
3674,0.595,0.546,2,-6.251,1,0.0267,0.633,0.00422,0.0697,0.255,131.136,Natalie Cole,Miss You Like Crazy,2
3675,0.672,0.424,9,-8.527,1,0.0305,0.77,2e-06,0.205,0.486,111.914,Natalie Cole,Bachata Rosa,2
3676,0.399,0.0971,0,-14.966,1,0.0285,0.863,3.83e-06,0.0715,0.135,68.897,Natalie Cole,Our Love Is Here To Stay,2
3677,0.667,0.241,5,-16.276,1,0.0428,0.514,0.000172,0.079,0.651,75.022,Natalie Cole,Route 66,2
3678,0.58,0.3,0,-13.032,1,0.0325,0.819,5.97e-06,0.193,0.18,115.393,Natalie Cole,Starting Over Again,2
3679,0.577,0.336,7,-12.103,1,0.044,0.543,0.0,0.11,0.589,78.884,Natalie Cole,L-O-V-E,2
3680,0.167,0.154,0,-16.232,0,0.0353,0.565,8.25e-05,0.102,0.156,76.119,Natalie Cole,The Very Thought Of You,2
