,artist,song_name,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature
21,Eve,Bokurano,spotify:track:7F3R31tU4vNWrdsjNrURQX,0.443,0.841,1,-5.245,1,0.0813,0.00105,0.0,0.177,0.526,182.971,audio_features,7F3R31tU4vNWrdsjNrURQX,https://api.spotify.com/v1/tracks/7F3R31tU4vNWrdsjNrURQX,https://api.spotify.com/v1/audio-analysis/7F3R31tU4vNWrdsjNrURQX,212708,4
22,Eve,A Waiting,spotify:track:6eua7DXiCZaYulrVuPI3i7,0.171,0.00552,0,-34.587,1,0.0422,0.912,0.871,0.109,0.0909,73.031,audio_features,6eua7DXiCZaYulrVuPI3i7,https://api.spotify.com/v1/tracks/6eua7DXiCZaYulrVuPI3i7,https://api.spotify.com/v1/audio-analysis/6eua7DXiCZaYulrVuPI3i7,133793,3
23,Eve,Wake up Little Susie,spotify:track:11fNLqDB47gMKj7BHhR2Qr,0.709,0.62,2,-9.382,1,0.034,0.318,0.0,0.0426,0.936,93.723,audio_features,11fNLqDB47gMKj7BHhR2Qr,https://api.spotify.com/v1/tracks/11fNLqDB47gMKj7BHhR2Qr,https://api.spotify.com/v1/audio-analysis/11fNLqDB47gMKj7BHhR2Qr,123520,4
24,Eve,Everything To Everyone,spotify:track:6BdD561PmmMhpUYI7Qhaut,0.646,0.945,0,-5.689,1,0.0473,0.0919,1.53e-05,0.0599,0.796,100.027,audio_features,6BdD561PmmMhpUYI7Qhaut,https://api.spotify.com/v1/tracks/6BdD561PmmMhpUYI7Qhaut,https://api.spotify.com/v1/audio-analysis/6BdD561PmmMhpUYI7Qhaut,200267,4
25,Eve,Sleeping Brown Noise,spotify:track:6mWt70E1XVsAG36NRV40rV,0.138,0.0755,1,-41.025,1,0.0659,0.756,0.973,0.109,0.0446,141.406,audio_features,6mWt70E1XVsAG36NRV40rV,https://api.spotify.com/v1/tracks/6mWt70E1XVsAG36NRV40rV,https://api.spotify.com/v1/audio-analysis/6mWt70E1XVsAG36NRV40rV,225250,5
26,Eve,Restoration Brown Noise,spotify:track:4KqX2GZBJbEwmYEFS86hZg,0.222,0.139,1,-37.928,1,0.063,0.837,0.973,0.112,0.264,137.652,audio_features,4KqX2GZBJbEwmYEFS86hZg,https://api.spotify.com/v1/tracks/4KqX2GZBJbEwmYEFS86hZg,https://api.spotify.com/v1/audio-analysis/4KqX2GZBJbEwmYEFS86hZg,217500,4
27,Eve,Symbios,spotify:track:36QUkXZd5QuCItDvIPSbH0,0.482,0.234,7,-22.993,1,0.0379,0.995,0.943,0.101,0.593,95.657,audio_features,36QUkXZd5QuCItDvIPSbH0,https://api.spotify.com/v1/tracks/36QUkXZd5QuCItDvIPSbH0,https://api.spotify.com/v1/audio-analysis/36QUkXZd5QuCItDvIPSbH0,173161,4
28,Eve,Smooth Brown Noise 219Hz,spotify:track:29Y48jL66EpMWCxr2m6K8K,0.145,0.181,1,-37.606,1,0.0686,0.855,0.973,0.112,0.242,170.807,audio_features,29Y48jL66EpMWCxr2m6K8K,https://api.spotify.com/v1/tracks/29Y48jL66EpMWCxr2m6K8K,https://api.spotify.com/v1/audio-analysis/29Y48jL66EpMWCxr2m6K8K,217250,4
29,Eve,Bye Bye Love,spotify:track:6oRHRkQigTzJ3KwpO3XOV6,0.547,0.523,9,-9.176,1,0.0572,0.724,0.0,0.103,0.89,169.598,audio_features,6oRHRkQigTzJ3KwpO3XOV6,https://api.spotify.com/v1/tracks/6oRHRkQigTzJ3KwpO3XOV6,https://api.spotify.com/v1/audio-analysis/6oRHRkQigTzJ3KwpO3XOV6,142907,4
30,Eve,I'm Dangerous,spotify:track:7K0WZ75nHqj450OYd3ZywF,0.691,0.841,8,-7.026,0,0.0436,0.00438,4.44e-05,0.31,0.755,92.025,audio_features,7K0WZ75nHqj450OYd3ZywF,https://api.spotify.com/v1/tracks/7K0WZ75nHqj450OYd3ZywF,https://api.spotify.com/v1/audio-analysis/7K0WZ75nHqj450OYd3ZywF,243329,4
31,Eve,Brown Noise for Relaxing,spotify:track:0bohmotsrCFyZ4Wfouo7CV,0.149,0.0695,1,-41.071,1,0.0582,0.789,0.973,0.109,0.0594,138.516,audio_features,0bohmotsrCFyZ4Wfouo7CV,https://api.spotify.com/v1/tracks/0bohmotsrCFyZ4Wfouo7CV,https://api.spotify.com/v1/audio-analysis/0bohmotsrCFyZ4Wfouo7CV,223500,5
32,Eve,Evelyn Evelyn,spotify:track:4bZi0vF5fPvB2g8JiWDARW,0.321,0.231,7,-12.29,0,0.0376,0.821,3.78e-05,0.101,0.149,179.711,audio_features,4bZi0vF5fPvB2g8JiWDARW,https://api.spotify.com/v1/tracks/4bZi0vF5fPvB2g8JiWDARW,https://api.spotify.com/v1/audio-analysis/4bZi0vF5fPvB2g8JiWDARW,276173,3
33,Eve,Here's to the Night,spotify:track:4tgeQrPu5xkrnwErym2JsJ,0.583,0.652,7,-6.255,1,0.0244,0.0405,0.000378,0.0781,0.352,97.469,audio_features,4tgeQrPu5xkrnwErym2JsJ,https://api.spotify.com/v1/tracks/4tgeQrPu5xkrnwErym2JsJ,https://api.spotify.com/v1/audio-analysis/4tgeQrPu5xkrnwErym2JsJ,249840,4
