,artist,song_name,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature
1482,The Fray,All at Once,spotify:track:40NUp6VJswDOlGp63Pxybe,0.496,0.863,11,-2.509,1,0.043,0.0172,0.0,0.0676,0.509,133.879,audio_features,40NUp6VJswDOlGp63Pxybe,https://api.spotify.com/v1/tracks/40NUp6VJswDOlGp63Pxybe,https://api.spotify.com/v1/audio-analysis/40NUp6VJswDOlGp63Pxybe,227600,4
1483,The Fray,She Is,spotify:track:5Re8AyLirdL9F5VeLI8JzN,0.495,0.824,7,-3.474,0,0.0357,0.0058,0.0,0.219,0.469,138.988,audio_features,5Re8AyLirdL9F5VeLI8JzN,https://api.spotify.com/v1/tracks/5Re8AyLirdL9F5VeLI8JzN,https://api.spotify.com/v1/audio-analysis/5Re8AyLirdL9F5VeLI8JzN,236533,4
1484,The Fray,Syndicate,spotify:track:7trg1faBmQrr7zxr4U7SOr,0.353,0.82,0,-5.303,1,0.041,0.215,0.0454,0.157,0.474,158.024,audio_features,7trg1faBmQrr7zxr4U7SOr,https://api.spotify.com/v1/tracks/7trg1faBmQrr7zxr4U7SOr,https://api.spotify.com/v1/audio-analysis/7trg1faBmQrr7zxr4U7SOr,209973,4
1485,The Fray,Blind in the Fray,spotify:track:6SjG7HZ8R5jnz6HOdxIFS0,0.489,0.513,0,-10.866,1,0.0305,0.241,0.000862,0.111,0.469,87.864,audio_features,6SjG7HZ8R5jnz6HOdxIFS0,https://api.spotify.com/v1/tracks/6SjG7HZ8R5jnz6HOdxIFS0,https://api.spotify.com/v1/audio-analysis/6SjG7HZ8R5jnz6HOdxIFS0,213360,4
1486,The Fray,Torn And Frayed,spotify:track:5SiCTf5r1cVjQXAXB2StpS,0.454,0.766,2,-3.862,1,0.0272,0.664,0.904,0.594,0.776,90.677,audio_features,5SiCTf5r1cVjQXAXB2StpS,https://api.spotify.com/v1/tracks/5SiCTf5r1cVjQXAXB2StpS,https://api.spotify.com/v1/audio-analysis/5SiCTf5r1cVjQXAXB2StpS,257240,4
1487,The Fray,Say When,spotify:track:3lqrCvTI9YRt62FR5JSTom,0.47,0.676,6,-6.449,0,0.0334,0.153,1.06e-05,0.111,0.298,153.091,audio_features,3lqrCvTI9YRt62FR5JSTom,https://api.spotify.com/v1/tracks/3lqrCvTI9YRt62FR5JSTom,https://api.spotify.com/v1/audio-analysis/3lqrCvTI9YRt62FR5JSTom,301640,4
1488,The Fray,Vienna,spotify:track:3TBKrVTg9NFJKrFpjwUay4,0.443,0.476,5,-7.253,0,0.0285,0.795,0.000179,0.113,0.142,124.194,audio_features,3TBKrVTg9NFJKrFpjwUay4,https://api.spotify.com/v1/tracks/3TBKrVTg9NFJKrFpjwUay4,https://api.spotify.com/v1/audio-analysis/3TBKrVTg9NFJKrFpjwUay4,231067,3
1489,The Fray,Happiness,spotify:track:5dgJxyBNbmtKWaIXUaLnpn,0.32,0.279,1,-11.605,1,0.0322,0.481,0.0,0.111,0.151,147.918,audio_features,5dgJxyBNbmtKWaIXUaLnpn,https://api.spotify.com/v1/tracks/5dgJxyBNbmtKWaIXUaLnpn,https://api.spotify.com/v1/audio-analysis/5dgJxyBNbmtKWaIXUaLnpn,322560,4
1490,The Fray,How to Save a Life - Live in NYC - 2009,spotify:track:3OPVsn0Dk3s8vWhXxnK35p,0.54,0.294,10,-12.181,1,0.0323,0.775,0.0,0.708,0.204,119.134,audio_features,3OPVsn0Dk3s8vWhXxnK35p,https://api.spotify.com/v1/tracks/3OPVsn0Dk3s8vWhXxnK35p,https://api.spotify.com/v1/audio-analysis/3OPVsn0Dk3s8vWhXxnK35p,290267,4
1491,The Fray,"Over My Head (Cable Car) - Live at Sirius Radio, NYC, NY - May 2006",spotify:track:2IQvTnOS1sicZ3plBZL6KR,0.6,0.467,8,-9.056,1,0.0274,0.445,0.0,0.321,0.583,117.121,audio_features,2IQvTnOS1sicZ3plBZL6KR,https://api.spotify.com/v1/tracks/2IQvTnOS1sicZ3plBZL6KR,https://api.spotify.com/v1/audio-analysis/2IQvTnOS1sicZ3plBZL6KR,230133,4
1492,The Fray,Ungodly Hour,spotify:track:6V2SKZhymLim16ri8A7K6h,0.563,0.274,3,-12.995,1,0.0333,0.482,0.000135,0.245,0.183,81.928,audio_features,6V2SKZhymLim16ri8A7K6h,https://api.spotify.com/v1/tracks/6V2SKZhymLim16ri8A7K6h,https://api.spotify.com/v1/audio-analysis/6V2SKZhymLim16ri8A7K6h,304520,4
1493,The Fray,Trust Me,spotify:track:66CtVHzbUyFKbaNaPA8KBl,0.535,0.525,4,-6.106,1,0.0373,0.252,5.83e-05,0.243,0.218,107.026,audio_features,66CtVHzbUyFKbaNaPA8KBl,https://api.spotify.com/v1/tracks/66CtVHzbUyFKbaNaPA8KBl,https://api.spotify.com/v1/audio-analysis/66CtVHzbUyFKbaNaPA8KBl,202840,4
1494,The Fray,Heaven Forbid,spotify:track:2x8aFYMNPezraBxfjxnQEP,0.541,0.761,8,-4.635,0,0.0255,0.0595,2.63e-06,0.181,0.314,98.015,audio_features,2x8aFYMNPezraBxfjxnQEP,https://api.spotify.com/v1/tracks/2x8aFYMNPezraBxfjxnQEP,https://api.spotify.com/v1/audio-analysis/2x8aFYMNPezraBxfjxnQEP,240027,4
1495,The Fray,Singing Low,spotify:track:3EyxoXTZuR5kBZcJDRC8wm,0.527,0.593,7,-4.981,0,0.0257,0.413,0.000182,0.11,0.283,90.167,audio_features,3EyxoXTZuR5kBZcJDRC8wm,https://api.spotify.com/v1/tracks/3EyxoXTZuR5kBZcJDRC8wm,https://api.spotify.com/v1/audio-analysis/3EyxoXTZuR5kBZcJDRC8wm,263725,4
1496,The Fray,Absolute,spotify:track:6sSDEFMeyf16WRDLRCXwTc,0.413,0.836,3,-5.593,1,0.0371,0.0316,0.0,0.293,0.503,140.515,audio_features,6sSDEFMeyf16WRDLRCXwTc,https://api.spotify.com/v1/tracks/6sSDEFMeyf16WRDLRCXwTc,https://api.spotify.com/v1/audio-analysis/6sSDEFMeyf16WRDLRCXwTc,227080,4
1497,The Fray,Little House,spotify:track:672rLD2Eqriv9fVvSm1Lgg,0.409,0.903,3,-3.536,0,0.0572,0.0622,3.92e-06,0.238,0.357,180.187,audio_features,672rLD2Eqriv9fVvSm1Lgg,https://api.spotify.com/v1/tracks/672rLD2Eqriv9fVvSm1Lgg,https://api.spotify.com/v1/audio-analysis/672rLD2Eqriv9fVvSm1Lgg,150400,4
1498,The Fray,Where the Story Ends,spotify:track:4oldUCHLnfpmb5LYVFfC8U,0.371,0.6,1,-7.393,1,0.0338,0.0207,0.0,0.102,0.214,139.265,audio_features,4oldUCHLnfpmb5LYVFfC8U,https://api.spotify.com/v1/tracks/4oldUCHLnfpmb5LYVFfC8U,https://api.spotify.com/v1/audio-analysis/4oldUCHLnfpmb5LYVFfC8U,237227,4
1499,The Fray,Run for Your Life,spotify:track:2K7flzz4LBzZMSO4n6bWrl,0.406,0.798,1,-5.479,1,0.0342,0.00685,5.45e-06,0.09,0.33,159.853,audio_features,2K7flzz4LBzZMSO4n6bWrl,https://api.spotify.com/v1/tracks/2K7flzz4LBzZMSO4n6bWrl,https://api.spotify.com/v1/audio-analysis/2K7flzz4LBzZMSO4n6bWrl,238933,3
1500,The Fray,Fall Away,spotify:track:72hCfian9ClAMI97vy00WN,0.397,0.576,1,-4.489,1,0.0282,0.0641,0.000272,0.117,0.201,183.977,audio_features,72hCfian9ClAMI97vy00WN,https://api.spotify.com/v1/tracks/72hCfian9ClAMI97vy00WN,https://api.spotify.com/v1/audio-analysis/72hCfian9ClAMI97vy00WN,263667,3
1501,The Fray,Enough for Now,spotify:track:4esR3WJ3pwNYGYmwDaBow0,0.513,0.728,6,-6.847,1,0.0347,0.0458,0.0,0.122,0.303,136.173,audio_features,4esR3WJ3pwNYGYmwDaBow0,https://api.spotify.com/v1/tracks/4esR3WJ3pwNYGYmwDaBow0,https://api.spotify.com/v1/audio-analysis/4esR3WJ3pwNYGYmwDaBow0,254560,4
1502,The Fray,Dead Wrong,spotify:track:07E5tOPjL9R54pkeOPTLo1,0.552,0.82,3,-3.276,0,0.0382,0.041,7.71e-06,0.156,0.386,111.019,audio_features,07E5tOPjL9R54pkeOPTLo1,https://api.spotify.com/v1/tracks/07E5tOPjL9R54pkeOPTLo1,https://api.spotify.com/v1/audio-analysis/07E5tOPjL9R54pkeOPTLo1,185200,4
1503,The Fray,Rainy Zurich,spotify:track:21V8IYd91nHU1dWUkeUgP4,0.375,0.668,1,-6.023,1,0.0411,0.111,0.0,0.0667,0.62,153.853,audio_features,21V8IYd91nHU1dWUkeUgP4,https://api.spotify.com/v1/tracks/21V8IYd91nHU1dWUkeUgP4,https://api.spotify.com/v1/audio-analysis/21V8IYd91nHU1dWUkeUgP4,228453,4
1504,The Fray,The Fighter,spotify:track:6vjx106C6hEmiw2qapyPFV,0.507,0.681,0,-6.177,1,0.0263,0.00076,0.000396,0.158,0.268,101.971,audio_features,6vjx106C6hEmiw2qapyPFV,https://api.spotify.com/v1/tracks/6vjx106C6hEmiw2qapyPFV,https://api.spotify.com/v1/audio-analysis/6vjx106C6hEmiw2qapyPFV,260107,4
1505,The Fray,Hundred,spotify:track:1KpR2fKG4nSyUhnN9sVsCV,0.547,0.302,3,-6.589,1,0.0331,0.893,0.000169,0.159,0.198,91.632,audio_features,1KpR2fKG4nSyUhnN9sVsCV,https://api.spotify.com/v1/tracks/1KpR2fKG4nSyUhnN9sVsCV,https://api.spotify.com/v1/audio-analysis/1KpR2fKG4nSyUhnN9sVsCV,253227,4
1506,The Fray,Break Your Plans,spotify:track:6eqapEKyzvzux3ARXDJ9k0,0.611,0.658,0,-6.902,1,0.0316,0.00933,2.68e-05,0.12,0.102,136.967,audio_features,6eqapEKyzvzux3ARXDJ9k0,https://api.spotify.com/v1/tracks/6eqapEKyzvzux3ARXDJ9k0,https://api.spotify.com/v1/audio-analysis/6eqapEKyzvzux3ARXDJ9k0,227160,4
1507,The Fray,Mahna Mahna,spotify:track:1mxnywNGNeSYvMQdNJ4Fy7,0.745,0.537,9,-9.69,1,0.155,0.332,0.331,0.0834,0.346,89.676,audio_features,1mxnywNGNeSYvMQdNJ4Fy7,https://api.spotify.com/v1/tracks/1mxnywNGNeSYvMQdNJ4Fy7,https://api.spotify.com/v1/audio-analysis/1mxnywNGNeSYvMQdNJ4Fy7,133173,4
1508,The Fray,"How to Save a Life - Live in Nashville, TN - December 2006",spotify:track:32N3bQcpqADdTGKTHBq5px,0.328,0.502,10,-5.914,1,0.0329,0.767,0.0,0.759,0.248,123.745,audio_features,32N3bQcpqADdTGKTHBq5px,https://api.spotify.com/v1/tracks/32N3bQcpqADdTGKTHBq5px,https://api.spotify.com/v1/audio-analysis/32N3bQcpqADdTGKTHBq5px,269947,4
1509,The Fray,Corners,spotify:track:0Fifn4lBIGM5LG18Whp1Dx,0.587,0.713,9,-4.299,0,0.0361,0.153,0.00131,0.107,0.342,125.988,audio_features,0Fifn4lBIGM5LG18Whp1Dx,https://api.spotify.com/v1/tracks/0Fifn4lBIGM5LG18Whp1Dx,https://api.spotify.com/v1/audio-analysis/0Fifn4lBIGM5LG18Whp1Dx,212227,4
1510,Avril Lavigne,Complicated,spotify:track:5xEM5hIgJ1jjgcEBfpkt2F,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,audio_features,5xEM5hIgJ1jjgcEBfpkt2F,https://api.spotify.com/v1/tracks/5xEM5hIgJ1jjgcEBfpkt2F,https://api.spotify.com/v1/audio-analysis/5xEM5hIgJ1jjgcEBfpkt2F,244507,4
1511,Avril Lavigne,Sk8er Boi,spotify:track:00Mb3DuaIH1kjrwOku9CGU,0.487,0.9,0,-4.417,1,0.0482,6.79e-05,0.0,0.358,0.484,149.937,audio_features,00Mb3DuaIH1kjrwOku9CGU,https://api.spotify.com/v1/tracks/00Mb3DuaIH1kjrwOku9CGU,https://api.spotify.com/v1/audio-analysis/00Mb3DuaIH1kjrwOku9CGU,204000,4
1512,Avril Lavigne,Girlfriend,spotify:track:45hOioMDJktr86iKDHC8gr,0.56,0.959,7,-2.433,1,0.102,0.000722,0.000221,0.209,0.669,163.983,audio_features,45hOioMDJktr86iKDHC8gr,https://api.spotify.com/v1/tracks/45hOioMDJktr86iKDHC8gr,https://api.spotify.com/v1/audio-analysis/45hOioMDJktr86iKDHC8gr,216600,4
1513,Avril Lavigne,What the Hell,spotify:track:2z4U9d5OAA4YLNXoCgioxo,0.578,0.926,6,-3.689,0,0.0548,0.00472,0.0127,0.14,0.877,149.976,audio_features,2z4U9d5OAA4YLNXoCgioxo,https://api.spotify.com/v1/tracks/2z4U9d5OAA4YLNXoCgioxo,https://api.spotify.com/v1/audio-analysis/2z4U9d5OAA4YLNXoCgioxo,220707,4
1514,Avril Lavigne,Here's to Never Growing Up,spotify:track:0qwcGscxUHGZTgq0zcaqk1,0.482,0.873,0,-3.145,1,0.0853,0.0111,0.0,0.409,0.737,165.084,audio_features,0qwcGscxUHGZTgq0zcaqk1,https://api.spotify.com/v1/tracks/0qwcGscxUHGZTgq0zcaqk1,https://api.spotify.com/v1/audio-analysis/0qwcGscxUHGZTgq0zcaqk1,214320,4
1515,Avril Lavigne,I'm with You,spotify:track:1jlG3KJ3gdYmhfuySFfpO1,0.457,0.406,9,-7.462,1,0.0291,0.08,0.0,0.117,0.208,151.95,audio_features,1jlG3KJ3gdYmhfuySFfpO1,https://api.spotify.com/v1/tracks/1jlG3KJ3gdYmhfuySFfpO1,https://api.spotify.com/v1/audio-analysis/1jlG3KJ3gdYmhfuySFfpO1,223067,3
1516,Avril Lavigne,My Happy Ending,spotify:track:6sqNctd7MlJoKDOxPVCAvU,0.414,0.936,2,-2.407,1,0.0758,0.00136,0.0,0.369,0.74,170.229,audio_features,6sqNctd7MlJoKDOxPVCAvU,https://api.spotify.com/v1/tracks/6sqNctd7MlJoKDOxPVCAvU,https://api.spotify.com/v1/audio-analysis/6sqNctd7MlJoKDOxPVCAvU,242413,4
1517,Avril Lavigne,Bite Me,spotify:track:6dfwRetlyLPBoQzdufbOWj,0.491,0.792,8,-4.382,1,0.0699,0.00381,0.0,0.359,0.74,169.997,audio_features,6dfwRetlyLPBoQzdufbOWj,https://api.spotify.com/v1/tracks/6dfwRetlyLPBoQzdufbOWj,https://api.spotify.com/v1/audio-analysis/6dfwRetlyLPBoQzdufbOWj,159746,4
1518,Avril Lavigne,Head Above Water,spotify:track:7gY3cyGcB2wnk2xDXiA0pe,0.578,0.694,5,-5.351,1,0.0706,0.0112,0.0,0.102,0.268,129.921,audio_features,7gY3cyGcB2wnk2xDXiA0pe,https://api.spotify.com/v1/tracks/7gY3cyGcB2wnk2xDXiA0pe,https://api.spotify.com/v1/audio-analysis/7gY3cyGcB2wnk2xDXiA0pe,220850,4
